nombre,indipais,telefono,,,,,,,,,,,,,,,,,,,,,
UNIROCA S.A.,57,3113075830,,,,,,,,,,,,,,,,,,,,,
BELLEZA EXPRESS S.A.,57,3113077595,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS ESTRA S.A.,57,3113077986,,,,,,,,,,,,,,,,,,,,,
SIDERÚRGICA COLOMBIANA S.A.,57,3113088148,,,,,,,,,,,,,,,,,,,,,
SIDERÚRGICA COLOMBIANA S.A.,57,3113088984,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS LICOL S.A.S.,57,3113092752,,,,,,,,,,,,,,,,,,,,,
RTA DESIGN,57,3113094966,,,,,,,,,,,,,,,,,,,,,
ALOEXPORT COLOMBIA,57,3113101469,,,,,,,,,,,,,,,,,,,,,
AQUATICA LTDA,57,3113150482,,,,,,,,,,,,,,,,,,,,,
SICAM INVERSIONES,57,3113157155,,,,,,,,,,,,,,,,,,,,,
FIORA MARROQUINERIA PIELES DE PESCADO,57,3113181569,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS BASE COOK S.A.S,57,3113211279,,,,,,,,,,,,,,,,,,,,,
TECNOLOGÍIA DE ALIMENTOS DE COLOMBIA S.A.S,57,3113214795,,,,,,,,,,,,,,,,,,,,,
FUTECH GROUP S.A,57,3113245582,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS MAVILTEX S.A.S,57,3113249246,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS CERO S.A.,57,3113326514,,,,,,,,,,,,,,,,,,,,,
INTERBEL SAS,57,3113341232,,,,,,,,,,,,,,,,,,,,,
LABORATORIO SAENZ S.A,57,3113391650,,,,,,,,,,,,,,,,,,,,,
VERSATILE TECHNOLOGY SAS,57,3113404140,,,,,,,,,,,,,,,,,,,,,
PROMOTORA DE COMERCIO SOCIAL,57,3113442677,,,,,,,,,,,,,,,,,,,,,
C.I. PRODUCTOS BÁSICOS IMPORT EXPORT S.A.S,57,3113490417,,,,,,,,,,,,,,,,,,,,,
AWA A.K S.A.S,57,3113499199,,,,,,,,,,,,,,,,,,,,,
PARQUESOFT RISARALDA,57,3113500651,,,,,,,,,,,,,,,,,,,,,
C.I AMALY FLOWERS S.A.S.,57,3113523758,,,,,,,,,,,,,,,,,,,,,
C.I AMALY FLOWERS S.A.S.,57,3113523758,,,,,,,,,,,,,,,,,,,,,
INGENIAR INOXIDABLES,57,3113542818,,,,,,,,,,,,,,,,,,,,,
MANTRA GROUP S.A.S,57,3113544895,,,,,,,,,,,,,,,,,,,,,
PRONAL,57,3113581050,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA DE BELLEZA S.A.S.,57,3113597746,,,,,,,,,,,,,,,,,,,,,
PACIFICO SNACKS S.A.S.,57,3113661438,,,,,,,,,,,,,,,,,,,,,
GLORIA LUCIA ARANGO MARIN,57,3113668535,,,,,,,,,,,,,,,,,,,,,
ARBORIT S.A.S,57,3113678317,,,,,,,,,,,,,,,,,,,,,
BASCULAS PROMETALICOS S.A.,57,3113679817,,,,,,,,,,,,,,,,,,,,,
PRINTS LAB S.A.S.,57,3113693930,,,,,,,,,,,,,,,,,,,,,
LA DESPENSA PRODUCTOS GOURMET SAS,57,3113767510,,,,,,,,,,,,,,,,,,,,,
JOONIK S.A.S.,57,3113771301,,,,,,,,,,,,,,,,,,,,,
MUTLA GLOBAL SERVICES SAS,57,3113771301,,,,,,,,,,,,,,,,,,,,,
SARAI CLOTHING S.A,57,3113779177,,,,,,,,,,,,,,,,,,,,,
BRINSA S.A,57,3113797828,,,,,,,,,,,,,,,,,,,,,
LANDERS Y CÍA S.A.S.,57,3113809170,,,,,,,,,,,,,,,,,,,,,
OLMUÉ COLOMBIA SAS,57,3113810886,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS CORY SAS,57,3113822325,,,,,,,,,,,,,,,,,,,,,
PICCOLO PIACERE S.A.S,57,3113836215,,,,,,,,,,,,,,,,,,,,,
VERDE PURO,57,3113837470,,,,,,,,,,,,,,,,,,,,,
GRUPO LOPERA INGENIEROS S.A,57,3113837672,,,,,,,,,,,,,,,,,,,,,
GLORIA LUCIA ARANGO MARIN,57,3113848525,,,,,,,,,,,,,,,,,,,,,
GOLDCHIPS S.A.S.,57,3113899675,,,,,,,,,,,,,,,,,,,,,
ALSUS IT GROUP SAS,57,3114078938,,,,,,,,,,,,,,,,,,,,,
CAMAGUEY S.A.,57,3114131778,,,,,,,,,,,,,,,,,,,,,
CAS HOLDING SAS,57,3114403289,,,,,,,,,,,,,,,,,,,,,
INDUCOR S.A.S,57,3114424102,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS Y CONFECCIONES INDUCON SAS,57,3114437586,,,,,,,,,,,,,,,,,,,,,
GUIRNALDAS S.A.S,57,3114448732,,,,,,,,,,,,,,,,,,,,,
AMISIA SAS,57,3114485858,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS BRAHMA S.A.S,57,3114508064,,,,,,,,,,,,,,,,,,,,,
TEXTILES HANNA SLIM SAS,57,3114542223,,,,,,,,,,,,,,,,,,,,,
DEXON SOFTWARE S.A,57,3114543067,,,,,,,,,,,,,,,,,,,,,
UREUS COLOMBIA C.I. S.A.S,57,3114550205,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES HERMANOS HERNANDEZ HYH SAS,57,3114608841,,,,,,,,,,,,,,,,,,,,,
PRODUCTORA Y COMERCIALIZADORA REINA LTDA,57,3114625430,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS GUAYACOL S.A.S.,57,3114744135,,,,,,,,,,,,,,,,,,,,,
COAGROBRISAS LTDA,57,3114795863,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS PA'SOÑAR LTDA,57,3114800810,,,,,,,,,,,,,,,,,,,,,
VIALAMBRE LTDA,57,3114803618,,,,,,,,,,,,,,,,,,,,,
VIALAMBRE LTDA,57,3114804856,,,,,,,,,,,,,,,,,,,,,
GISOFT COLOMBIA SAS,57,3114949983,,,,,,,,,,,,,,,,,,,,,
ROPIM S.A.,57,3114958442,,,,,,,,,,,,,,,,,,,,,
PARTES Y COMPLEMENTOS PLASTICOS S.A.S.,57,3115041109,,,,,,,,,,,,,,,,,,,,,
JEAN PASCAL SAS,57,3115069527,,,,,,,,,,,,,,,,,,,,,
SG TEXMODA SAS,57,3115074010,,,,,,,,,,,,,,,,,,,,,
C.I. ANDINA SAS,57,3115129625,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS ALIMENTICIOS BELLINI SAS,57,3115139494,,,,,,,,,,,,,,,,,,,,,
TERRAFERTIL COLOMBIA SAS,57,3115224477,,,,,,,,,,,,,,,,,,,,,
ITC WILCHES,57,3115258772,,,,,,,,,,,,,,,,,,,,,
GAM LASER,57,3115284480,,,,,,,,,,,,,,,,,,,,,
PROTEX S.A.,57,3115317342,,,,,,,,,,,,,,,,,,,,,
CAYENA FRUTOS DESHIDRATADOS SAS.,57,3115443088,,,,,,,,,,,,,,,,,,,,,
INVERSIONES MAGAZI SAS,57,3115471637,,,,,,,,,,,,,,,,,,,,,
INSUALIMENTOS SAS,57,3115472085,,,,,,,,,,,,,,,,,,,,,
INSUALIMENTOS SAS,57,3115499429,,,,,,,,,,,,,,,,,,,,,
COMESTIBLES DAN ZONA FRANCA S.A.S.,57,3115507477,,,,,,,,,,,,,,,,,,,,,
EXPORTACIONES BASTOS S.A.S.,57,3115692863,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS SAN FELIPE S.A.S,57,3115699805,,,,,,,,,,,,,,,,,,,,,
RITCHI S.A.S,57,3115713624,,,,,,,,,,,,,,,,,,,,,
ACHIRAS GIGANTEÑAS LA MEJOR S.A.S,57,3115721213,,,,,,,,,,,,,,,,,,,,,
FUNDICIONES Y COMPONENTES AUTOMOTORES S.A.S. FUNDICOM,57,3115777799,,,,,,,,,,,,,,,,,,,,,
GRUPO QUIROMAR SAS,57,3115792077,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA INTERNACIONAL LAYMAR LTDA,57,3115894271,,,,,,,,,,,,,,,,,,,,,
ROPA INTIMA CAROL SAS,57,3115922633,,,,,,,,,,,,,,,,,,,,,
ROPA INTIMA CAROL SAS,57,3115923633,,,,,,,,,,,,,,,,,,,,,
AROMATICAS DE ANTIOQUIA SAS,57,3116058370,,,,,,,,,,,,,,,,,,,,,
CAFE QUINDIO S.A.S,57,3116073097,,,,,,,,,,,,,,,,,,,,,
MUNDIPLAS SAS,57,3116098657,,,,,,,,,,,,,,,,,,,,,
ANTIOQUEÑA DE CHOCOLATES Y LICORES SAS,57,3116105851,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS ALAN S.A.S,57,3116173066,,,,,,,,,,,,,,,,,,,,,
CUEROS EL MURAL,57,3116175894,,,,,,,,,,,,,,,,,,,,,
WILLIAM CHARRY / ARANY SPORT,57,3116193387,,,,,,,,,,,,,,,,,,,,,
OPEN BIKE SAS,57,3116198726,,,,,,,,,,,,,,,,,,,,,
ASOCIACIÓN DE PEQUEÑOS CAFETEROS DE QUINCHÍA - APECAFÉQ,57,3116291581,,,,,,,,,,,,,,,,,,,,,
GASEOSAS POSADA TOBON S.A.,57,3116303633,,,,,,,,,,,,,,,,,,,,,
HERNANDEZ PARRA JUAN SEBASTIAN,57,3116305322,,,,,,,,,,,,,,,,,,,,,
PLÁSTICOS PERSAL,57,3116328957,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS INFANTILES SA,57,3116344621,,,,,,,,,,,,,,,,,,,,,
HEXION QUIMICA S.A.,57,3116356150,,,,,,,,,,,,,,,,,,,,,
SOLOCAUCHOS S.A.S.,57,3116356575,,,,,,,,,,,,,,,,,,,,,
C.I SAN JORGE 714 SAS,57,3116356696,,,,,,,,,,,,,,,,,,,,,
PORTAFOLIO TEXTIL SAS,57,3116384081,,,,,,,,,,,,,,,,,,,,,
FRIPARTS S.A.S,57,3116398683,,,,,,,,,,,,,,,,,,,,,
PRAGMA S.A.,57,3116473613,,,,,,,,,,,,,,,,,,,,,
HERRAJES ANDINA S.A.S,57,3116609500,,,,,,,,,,,,,,,,,,,,,
SERVICECOL S.A.S.,57,3116757321,,,,,,,,,,,,,,,,,,,,,
SERVICECOL S.A.S.,57,3116757321,,,,,,,,,,,,,,,,,,,,,
CAFE QUINDIO S.A.S,57,3116858454,,,,,,,,,,,,,,,,,,,,,
EXPOCAROLA S.A.S.,57,3117053667,,,,,,,,,,,,,,,,,,,,,
INDUSTRY STYLE SAS,57,3117121160,,,,,,,,,,,,,,,,,,,,,
INT BUSINESS SOLUTIONS,57,3117168333,,,,,,,,,,,,,,,,,,,,,
FOOD TRADERS WORLDWIDE S.A.S,57,3117179294,,,,,,,,,,,,,,,,,,,,,
COMESTIBLES JUANSHIS-JUAN ESTEBAN IDARRAGA,57,3117180631,,,,,,,,,,,,,,,,,,,,,
HORTALIZAS GOURMET S.A.,57,3117195526,,,,,,,,,,,,,,,,,,,,,
TEJIDOS Y CONFECCIONES PETIT,57,3117195731,,,,,,,,,,,,,,,,,,,,,
TEJIDOS Y CONFECCIONES PETIT,57,3117195731,,,,,,,,,,,,,,,,,,,,,
DISA SAS,57,3117204322,,,,,,,,,,,,,,,,,,,,,
C.I. EXPORTADORA ALFA SAS,57,3117205047,,,,,,,,,,,,,,,,,,,,,
TROPIK COLOMBIA SAS,57,3117229124,,,,,,,,,,,,,,,,,,,,,
FIRPLAK S.A.,57,3117231142,,,,,,,,,,,,,,,,,,,,,
TEXTILES ACRILAN LTDA.,57,3117331045,,,,,,,,,,,,,,,,,,,,,
TODO HERRAJES SAS,57,3117333618,,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIONES LELA SAS,57,3117402304,,,,,,,,,,,,,,,,,,,,,
ORMAS JEANS,57,3117403834,,,,,,,,,,,,,,,,,,,,,
ORMAS JEANS,57,3117403834,,,,,,,,,,,,,,,,,,,,,
FRUTIDELICIAS Y CIA SAS,57,3117416467,,,,,,,,,,,,,,,,,,,,,
COMPAÑIA COLOMBIANA DE ESMALTES S.A.,57,3117461943,,,,,,,,,,,,,,,,,,,,,
ARME S.A,57,3117465411,,,,,,,,,,,,,,,,,,,,,
ARME S.A,57,3117465412,,,,,,,,,,,,,,,,,,,,,
HALCA & SVS S.A.S.,57,3117474741,,,,,,,,,,,,,,,,,,,,,
COMPAÑÍA LATINA DE ALIMENTOS,57,3117476047,,,,,,,,,,,,,,,,,,,,,
MICROPLAST,57,3117490114,,,,,,,,,,,,,,,,,,,,,
CAFE Y COMPAÑIA S.A.S.,57,3117519431,,,,,,,,,,,,,,,,,,,,,
OPEN BIKE SAS,57,3117552366,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS TONING S.A.,57,3117619586,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES MICROBIANAS DEL TROPICO LTDA.,57,3117621641,,,,,,,,,,,,,,,,,,,,,
ROTOPLAST S.A.,57,3117626809,,,,,,,,,,,,,,,,,,,,,
FAIRFRUITS,57,3117641387,,,,,,,,,,,,,,,,,,,,,
JEANS PLATINO S.A,57,3117643311,,,,,,,,,,,,,,,,,,,,,
INTERCALCO IMPRESORES S.A.,57,3117645977,,,,,,,,,,,,,,,,,,,,,
CALZADO TERRANO S.A.S,57,3117647723,,,,,,,,,,,,,,,,,,,,,
CALZADO TERRANO S.A.S,57,3117647729,,,,,,,,,,,,,,,,,,,,,
BIO-STEVIA S.A.S.,57,3117648858,,,,,,,,,,,,,,,,,,,,,
VARGASA S.A.S,57,3117664361,,,,,,,,,,,,,,,,,,,,,
FEDERAL SAS,57,3117691373,,,,,,,,,,,,,,,,,,,,,
PRICAP S.A.S.,57,3117700987,,,,,,,,,,,,,,,,,,,,,
ESTUDIO DE MODA SA,57,3117701616,,,,,,,,,,,,,,,,,,,,,
DELIRIO SWEET DREAMS,57,3117705843,,,,,,,,,,,,,,,,,,,,,
MAR DE ROSAS SAS,57,3117705843,,,,,,,,,,,,,,,,,,,,,
COLSNACKS SAS,57,3117706899,,,,,,,,,,,,,,,,,,,,,
ESTUDIO DE MODA SA,57,3117709187,,,,,,,,,,,,,,,,,,,,,
FEDERAL SAS,57,3117710182,,,,,,,,,,,,,,,,,,,,,
PRODESO PHANTOM S.A.S,57,3117712295,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES MAISHA S.A..,57,3117722292,,,,,,,,,,,,,,,,,,,,,
COMESTIBLES DAN ZONA FRANCA S.A.S.,57,3117723492,,,,,,,,,,,,,,,,,,,,,
C.I DOÑA PAULA S.A.,57,3117821507,,,,,,,,,,,,,,,,,,,,,
C.I DOÑA PAULA S.A.,57,3117821507,,,,,,,,,,,,,,,,,,,,,
FASHION DESIGNER ML SAS,57,3118040187,,,,,,,,,,,,,,,,,,,,,
GREEN ANDINA COLOMBIA,57,3118080793,,,,,,,,,,,,,,,,,,,,,
ESVAL INDUSTRIAL S.A.S,57,3118087905,,,,,,,,,,,,,,,,,,,,,
ASOVELEÑOS,57,3118091285,,,,,,,,,,,,,,,,,,,,,
DRYCOL S.A.S,57,3118106100,,,,,,,,,,,,,,,,,,,,,
BIOFRUT COMPANY S.A.S.,57,3118116852,,,,,,,,,,,,,,,,,,,,,
ARQTEK 3D SAS,57,3118129055,,,,,,,,,,,,,,,,,,,,,
FEDERACION NACIONAL DE CACAOTEROS,57,3118194445,,,,,,,,,,,,,,,,,,,,,
EURO AMERICAN FRUITS,57,3118328028,,,,,,,,,,,,,,,,,,,,,
CARTONERIA INDUSTRIAL LTDA. INDUCARTON,57,3118480931,,,,,,,,,,,,,,,,,,,,,
ASOCATI,57,3118627891,,,,,,,,,,,,,,,,,,,,,
HEINSOHN BUSINESS TECHNOLOGY,57,3118634220,,,,,,,,,,,,,,,,,,,,,
WISEWARE SAS,57,3118749273,,,,,,,,,,,,,,,,,,,,,
CHALLENGER SAS,57,3118766062,,,,,,,,,,,,,,,,,,,,,
PINTURAS EVERY SAS,57,3118767628,,,,,,,,,,,,,,,,,,,,,
MANUFACTURA MAQUILA Y MODA S.A.S,57,3118787324,,,,,,,,,,,,,,,,,,,,,
C I YUNI TRADING S A S,57,3118816857,,,,,,,,,,,,,,,,,,,,,
ASOPROHOR UBAQUE,57,3118818990,,,,,,,,,,,,,,,,,,,,,
SGM TECNOLOGÍA EN INTERNET S.A.S,57,3118843847,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS NARANJA VERDE LTDA,57,3118947467,,,,,,,,,,,,,,,,,,,,,
HIPPY CHICK SWIN AND ACTIVE WEAR S.A.S,57,3122059953,,,,,,,,,,,,,,,,,,,,,
PICCOLO PIACERE S.A.S,57,3122358687,,,,,,,,,,,,,,,,,,,,,
INNOVA DISEÑOS SAS,57,3122391196,,,,,,,,,,,,,,,,,,,,,
A.C DERMA SAS,57,3122392849,,,,,,,,,,,,,,,,,,,,,
MODA COLOMBIA S.A.S,57,3122397475,,,,,,,,,,,,,,,,,,,,,
MODA COLOMBIA S.A.S,57,3122397475,,,,,,,,,,,,,,,,,,,,,
NOVEDADES PLÁSTICAS S.A,57,3122402917,,,,,,,,,,,,,,,,,,,,,
EXCLUSIVE IMPORT - EXPORT S.A.S,57,3122476879,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS ALAN S.A.S,57,3122508089,,,,,,,,,,,,,,,,,,,,,
PLÁSTICOS FÉNIX,57,3122574082,,,,,,,,,,,,,,,,,,,,,
CALZA 3 S.A.S.,57,3122576783,,,,,,,,,,,,,,,,,,,,,
NUTRIUM S.A.S.,57,3122650555,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA PLAYA BONITA S.A.S.,57,3122659432,,,,,,,,,,,,,,,,,,,,,
YETTU SAS,57,3122686019,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS TONING S.A.,57,3122741333,,,,,,,,,,,,,,,,,,,,,
LA HICOTEA FACTORIA SAS,57,3122791059,,,,,,,,,,,,,,,,,,,,,
C.I. MULTIMODA ANDINA S.A.S,57,3122860608,,,,,,,,,,,,,,,,,,,,,
PROSINGULAR SAS,57,3122861619,,,,,,,,,,,,,,,,,,,,,
BERHLAN DE COLOMBIA S.A.S.,57,3122863395,,,,,,,,,,,,,,,,,,,,,
SINGLECLICK SOLUTIONS S.A.S,57,3122868629,,,,,,,,,,,,,,,,,,,,,
SINGLECLICK SOLUTIONS S.A.S,57,3122868629,,,,,,,,,,,,,,,,,,,,,
ABRASIVOS DE COLOMBIA S.A,57,3122874609,,,,,,,,,,,,,,,,,,,,,
PROVEINDUSTRIALES BPO S.A.S KOMPRAS BPO,57,3122877548,,,,,,,,,,,,,,,,,,,,,
CI DIVERCO S.A,57,3122887170,,,,,,,,,,,,,,,,,,,,,
SAMARA COSMETICS,57,3122890401,,,,,,,,,,,,,,,,,,,,,
CLICHE MARKETING OLFATIVO/ MONICA RODRIGUEZ,57,3122951234,,,,,,,,,,,,,,,,,,,,,
VECTOR FOODS S.A.S,57,3122957389,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS CATO S.A.,57,3122958670,,,,,,,,,,,,,,,,,,,,,
LEMAR SWIMWEAR,57,3122966018,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS NEBRASKA S.A.S.,57,3122979084,,,,,,,,,,,,,,,,,,,,,
SMARTJSP S.A.S,57,3123006700,,,,,,,,,,,,,,,,,,,,,
GANADERIA MANZANARES,57,3123021738,,,,,,,,,,,,,,,,,,,,,
FREE MIND,57,3123035280,,,,,,,,,,,,,,,,,,,,,
VIA INNOVA SAS,57,3123045317,,,,,,,,,,,,,,,,,,,,,
SMART OBJECTS SAS,57,3123059865,,,,,,,,,,,,,,,,,,,,,
GRUPO BIZ COLOMBIA SAS,57,3123062583,,,,,,,,,,,,,,,,,,,,,
INR INVERSIONES REINOSO CIA LTDA,57,3123063812,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS VICKY S.A.S,57,3123208979,,,,,,,,,,,,,,,,,,,,,
FABRICA DE PANELA CARMELITA,57,3123318836,,,,,,,,,,,,,,,,,,,,,
INCALATEX SAS,57,3123326154,,,,,,,,,,,,,,,,,,,,,
PULPAFRUIT SA,57,3123504297,,,,,,,,,,,,,,,,,,,,,
AMIGOS AMG LTDA COMERCIALIZADORA DE CAFE PITAYO,57,3123506813,,,,,,,,,,,,,,,,,,,,,
LACKY LUCK COMPANY SAS,57,3123518166,,,,,,,,,,,,,,,,,,,,,
VISIONAR REALIDAD AUMENTADA S.A.S,57,3123532144,,,,,,,,,,,,,,,,,,,,,
CORPORACION PANELERA DOÑA PANELA LTDA,57,3123548421,,,,,,,,,,,,,,,,,,,,,
BELTEC SAS,57,3123620698,,,,,,,,,,,,,,,,,,,,,
PIXO,57,3123714075,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES MDS S.A.S.,57,3123796997,,,,,,,,,,,,,,,,,,,,,
C I BODY LINE,57,3123868382,,,,,,,,,,,,,,,,,,,,,
TEXTILES VMG SAS,57,3123869658,,,,,,,,,,,,,,,,,,,,,
PINTURAS EVERY SAS,57,3123873513,,,,,,,,,,,,,,,,,,,,,
KOGI JOYERIA ETNICA,57,3123966906,,,,,,,,,,,,,,,,,,,,,
KOGI JOYERIA ETNICA,57,3123966906,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA NACIONAL ELECTROMECÁNICA INEMA SA.,57,3123976201,,,,,,,,,,,,,,,,,,,,,
ALIMENTOS NEBRASKA S.A.S.,57,3123977093,,,,,,,,,,,,,,,,,,,,,
C.I. ANDIEQUIP S.A.S,57,3123978572,,,,,,,,,,,,,,,,,,,,,
C.I. ANDIEQUIP S.A.S,57,3123978572,,,,,,,,,,,,,,,,,,,,,
DIDACTICOSPINOCHO S.A.,57,3124004120,,,,,,,,,,,,,,,,,,,,,
MW MOVING WEB SAS,57,3124005953,,,,,,,,,,,,,,,,,,,,,
TALLERES UNIDOS LTDA,57,3124070201,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS DOFI,57,3124080503,,,,,,,,,,,,,,,,,,,,,
DENIM IN VOGA SAS,57,3124101701,,,,,,,,,,,,,,,,,,,,,
MUTLA GLOBAL SERVICES SAS,57,3124163973,,,,,,,,,,,,,,,,,,,,,
ILUMINATTY SAS,57,3124316932,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS ECTRICOL SAS,57,3124332902,,,,,,,,,,,,,,,,,,,,,
FRIGORIFICO GUADALUPE SAS,57,3124482631,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS FARMA PAR S.A.S,57,3124503313,,,,,,,,,,,,,,,,,,,,,
PURNIMA SAS - TIME MANAGER,57,3124509402,,,,,,,,,,,,,,,,,,,,,
FUNDACIÓN SANTA FE DE BOGOTÁ,57,3124515714,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS SERRANO CHANAGA S.A.S.,57,3124517464,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS D'NUSA,57,3124548890,,,,,,,,,,,,,,,,,,,,,
CHALLENGER SAS,57,3124572809,,,,,,,,,,,,,,,,,,,,,
BRINSA S.A,57,3124576309,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES RANGUID,57,3124602680,,,,,,,,,,,,,,,,,,,,,
ORIGEN FRUITS SAS,57,3124606635,,,,,,,,,,,,,,,,,,,,,
GRICOL S.A.,57,3124715983,,,,,,,,,,,,,,,,,,,,,
ACEROS Y ALUMINIOS CIA SA,57,3125094701,,,,,,,,,,,,,,,,,,,,,
PARTES Y COMPLEMENTOS PLASTICOS S.A.S.,57,3125122152,,,,,,,,,,,,,,,,,,,,,
TEJIDOS GULFER,57,3125150968,,,,,,,,,,,,,,,,,,,,,
MONPLAST SAS,57,3125157996,,,,,,,,,,,,,,,,,,,,,
MODINCO S.A.,57,3125194756,,,,,,,,,,,,,,,,,,,,,
KASA WHOLEFOODS COMPANY SAS,57,3125215960,,,,,,,,,,,,,,,,,,,,,
ALMACOR DE COLOMBIA S.A.S,57,3125217524,,,,,,,,,,,,,,,,,,,,,
ASOCATI,57,3125218302,,,,,,,,,,,,,,,,,,,,,
C.I. FZ-MACRONEGOCIOS SAS,57,3125222275,,,,,,,,,,,,,,,,,,,,,
CIALTA SAS,57,3125228676,,,,,,,,,,,,,,,,,,,,,
EXPORIUM CI SAS,57,3125230829,,,,,,,,,,,,,,,,,,,,,
APEX GROUP,57,3125274712,,,,,,,,,,,,,,,,,,,,,
C.I. FZ-MACRONEGOCIOS SAS,57,3125287737,,,,,,,,,,,,,,,,,,,,,
TEXTILES VMG SAS,57,3125362880,,,,,,,,,,,,,,,,,,,,,
C.I. SURINTER S.A.S,57,3125369993,,,,,,,,,,,,,,,,,,,,,
NEYBER SAS,57,3125671751,,,,,,,,,,,,,,,,,,,,,
COLINAGRO S.A.,57,3125724937,,,,,,,,,,,,,,,,,,,,,
ACHIRAS DEL HUILA LTDA.,57,3125820001,,,,,,,,,,,,,,,,,,,,,
SGM TECNOLOGÍA EN INTERNET S.A.S,57,3125865907,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS VIDASTEVIA S.A,57,3125867653,,,,,,,,,,,,,,,,,,,,,
NEO FRUT SAS,57,3125869080,,,,,,,,,,,,,,,,,,,,,
PROQUIMSA S.A.S,57,3125869873,,,,,,,,,,,,,,,,,,,,,
PROQUIMSA S.A.S,57,3125869892,,,,,,,,,,,,,,,,,,,,,
TODO RAQUIRA,57,3125883847,,,,,,,,,,,,,,,,,,,,,
TODO RAQUIRA,57,3125883847,,,,,,,,,,,,,,,,,,,,,
GETRONICS COLOMBIA,57,3125888455,,,,,,,,,,,,,,,,,,,,,
MQR SAS,57,3125920102,,,,,,,,,,,,,,,,,,,,,
D Y J STILOS,57,3126133945,,,,,,,,,,,,,,,,,,,,,
DP FORWARDING LIMITADA,57,3126241716,,,,,,,,,,,,,,,,,,,,,
BARRANQUILLA INDUSTRIAL DE CONFECCIONES SA,57,3126600918,,,,,,,,,,,,,,,,,,,,,
WAIMARI,57,3126604340,,,,,,,,,,,,,,,,,,,,,
DADA TRADING SAS,57,3126810999,,,,,,,,,,,,,,,,,,,,,
ECOHILANDES SAS,57,3126918958,,,,,,,,,,,,,,,,,,,,,
FITECO S.A.S.,57,3126952036,,,,,,,,,,,,,,,,,,,,,
C.I. BIOCOSTA,57,3126985445,,,,,,,,,,,,,,,,,,,,,
ATOMIC STUDIO SAS,57,3127100832,,,,,,,,,,,,,,,,,,,,,
PROMOTORA MÉDICA LAS AMÉRICAS S.A.,57,3127159023,,,,,,,,,,,,,,,,,,,,,
ALLTIC SAS,57,3127220694,,,,,,,,,,,,,,,,,,,,,
ERA DISEÑO S.A.S.,57,3127256467,,,,,,,,,,,,,,,,,,,,,
FAJAS PIEL DE ANGEL,57,3127333256,,,,,,,,,,,,,,,,,,,,,
COOCENTRAL,57,3127651156,,,,,,,,,,,,,,,,,,,,,
AGROALIMENTOS BIOSFERA S.A.S,57,3127662400,,,,,,,,,,,,,,,,,,,,,
AGROALIMENTOS BIOSFERA S.A.S,57,3127662400,,,,,,,,,,,,,,,,,,,,,
AYCO LTDA,57,3127770359,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS HIGIETEX S.A.S.,57,3127797072,,,,,,,,,,,,,,,,,,,,,
COLOMBIAN OUTSOURCING SOLUTIONS,57,3127810883,,,,,,,,,,,,,,,,,,,,,
QUIROGA MORA INVESTMENTS SAS,57,3127932240,,,,,,,,,,,,,,,,,,,,,
MERCADEO Y MODA SAS (CHEVIGNON AMERICANINO & ESPRIT),57,3127948048,,,,,,,,,,,,,,,,,,,,,
CAFETO SOFTWARE,57,3128025399,,,,,,,,,,,,,,,,,,,,,
TRUCCO'S FASHION S.A.S.,57,3128232013,,,,,,,,,,,,,,,,,,,,,
